"Happiness","Assets","Debt"
4,0,0
4,0,10000
4,50000,0
4,0,180000
3,20000,0
4,5000,0
3,0,0
5,8000,0
4,0,30000
4,0,0
3,0,0
4,10000,0
3,0,0
3,20000,0
4,0,0
4,20000,0
3,0,0
3,20000,0
3,0,10000
3,20000,0
3,0,0
3,0,0
3,0,15000
3,20000,0
2,0,0
3,0,0
2,50000,0
2,0,0
2,0,5000
5,10000,0
4,0,0
3,10000,0
3,0,0
3,2000,0
2,15000,0
4,0,0
3,20000,0
3,20000,0
4,0,0
4,30000,0
4,60000,220000
4,25000,0
4,10000,3000
3,0,0
4,10000,0
2,3000,0
4,10000,0
4,20000,0
3,50000,0
4,50000,0
4,5000,0
4,0,10000
4,23000,0
4,0,0
4,0,8000
2,0,0
2,20000,0
3,18000,0
4,20000,0
4,160000,0
4,50000,0
5,20000,0
3,0,0
4,20000,0
4,80000,0
5,0,0
5,60000,0
3,20000,0
5,0,0
3,5000,38000
5,50000,0
5,0,0
4,0,0
4,10000,0
4,50000,0
4,0,0
3,0,0
4,0,0
5,0,0
5,30000,0
4,20000,0
5,0,0
3,10000,0
4,20000,0
3,30000,0
3,0,0
4,30000,0
4,17000,0
3,46000,0
4,0,0
4,5000,0
4,0,15000
2,0,11000
4,40000,0
4,0,0
4,1000,0
3,0,0
2,0,0
3,2000,0
4,13000,0
1,0,18000
5,16000,0
2,0,17000
2,0,20000
4,0,0
2,20000,0
4,0,30000
3,0,0
4,5000,500
3,22000,0
4,1e+05,0
4,4000,0
2,20000,0
5,0,0
2,30000,0
4,10000,0
3,0,0
4,40000,0
4,20000,0
3,20000,0
3,10000,0
4,20000,0
3,4000,80000
3,20000,0
3,2000,8000
3,5000,0
4,0,0
5,1e+05,0
4,30000,0
5,10000,0
5,0,0
4,0,0
4,0,10000
3,20000,0
4,0,0
1,0,6000
4,10000,0
4,1000,0
4,30000,0
4,12000,0
4,80000,0
2,0,10000
2,30000,0
4,40000,0
3,20000,0
2,0,0
4,5000,0
5,5000,0
5,10000,0
4,0,0
2,0,0
4,10000,0
2,0,0
3,10000,0
2,0,13000
1,0,2000
2,3000,10000
4,0,0
3,1e+05,0
4,50000,0
4,0,0
4,20000,0
4,30000,0
4,20000,0
2,0,0
2,0,4000
4,50000,0
2,0,13000
4,10000,0
4,0,0
2,0,200
4,15000,0
3,0,0
4,0,3000
4,0,0
4,25000,0
4,20000,0
4,0,0
4,20000,180000
4,0,3000
4,0,0
4,0,70000
4,20000,0
3,0,0
4,0,0
4,20000,0
2,0,54000
4,0,0
3,0,700
3,0,15000
4,10000,0
5,50000,0
4,0,0
3,30000,0
4,50000,0
3,20000,0
3,12000,0
4,0,3000
1,0,49000
3,0,0
4,0,0
3,0,0
3,20000,0
4,0,0
1,0,0
4,80000,0
5,30000,0
5,2000,0
5,10000,0
5,10000,0
5,3000,0
3,1000,0
5,90000,0
4,0,500
3,10000,0
4,0,0
5,5000,0
3,1700,0
5,5000,0
5,30000,0
5,1000,0
5,150000,0
4,4000,0
4,0,0
4,5000,0
4,0,0
3,10000,0
3,0,0
2,0,12000
3,5000,0
3,0,0
3,3000,0
3,0,8000
3,0,0
3,5000,0
4,2000,0
4,0,0
3,20000,0
3,20000,0
4,1e+05,0
3,0,0
5,86000,0
4,15000,0
3,0,0
4,0,0
3,7000,0
3,13000,0
3,20000,0
4,0,0
4,245000,0
4,0,0
3,30000,0
5,0,0
4,0,0
2,0,0
2,0,0
4,0,0
4,0,0
3,0,10000
5,0,1000
2,0,0
4,0,0
4,2000,0
4,0,0
2,0,0
3,17000,0
3,6000,0
4,10000,0
3,50000,0
3,30000,0
3,3000,0
3,5000,0
2,15000,0
3,15000,0
4,16000,0
2,0,0
3,10000,0
5,0,0
4,8000,0
4,3000,0
4,30000,0
5,0,0
4,0,27000
4,3000,0
4,0,0
2,3500,0
4,25000,0
4,0,0
5,45000,0
4,0,15000
4,18000,0
4,20000,0
4,30000,0
5,0,0
4,0,70000
4,0,10000
4,0,0
4,20000,0
4,4000,32312
3,12000,0
4,19500,0
4,0,0
3,20000,0
4,10000,0
2,0,70000
3,3000,0
4,8000,0
5,30000,0
4,10000,0
3,20000,20000
4,0,0
4,0,0
3,0,0
3,0,20000
4,12000,0
3,40000,0
4,2000,0
4,18000,0
4,3000,0
3,40000,0
2,10000,0
4,50000,0
4,20000,0
3,0,0
4,0,20000
4,40000,0
4,1000,0
4,120000,0
4,20000,0
4,0,0
4,0,0
4,50000,0
4,0,0
3,60000,0
3,2400,0
4,10000,0
4,0,0
4,0,0
2,0,0
3,20000,0
4,68000,0
4,0,0
1,0,0
4,0,37000
4,40000,0
4,20000,0
3,0,45000
4,20000,0
5,50000,0
4,20000,0
4,2000,0
4,5000,0
5,10000,0
4,10000,0
4,0,0
4,3000,0
4,0,12000
5,0,0
4,12000,0
4,0,0
4,0,0
3,20000,0
3,30000,0
4,30000,0
4,15000,0
4,50000,0
4,0,0
3,20000,0
4,30000,0
2,0,0
4,30000,0
3,0,0
4,0,0
4,18000,0
4,0,0
4,0,0
4,10000,0
1,0,8000
3,5000,0
4,6000,0
4,10000,0
4,0,0
4,0,22000
2,0,0
4,15000,0
3,10000,0
4,0,0
4,0,0
4,5000,0
4,15000,0
4,0,6500
2,0,6000
4,0,0
4,20000,0
4,150000,0
5,20000,0
5,20000,0
5,0,0
3,0,15000
4,0,0
4,10000,80000
2,0,4000
3,0,0
2,0,4000
4,0,0
3,7000,0
3,5000,0
4,0,0
4,0,22000
3,15000,0
4,0,0
3,0,20000
4,20000,0
5,7000,5000
4,0,0
4,13000,0
4,0,0
4,0,20000
4,0,0
4,40000,0
4,0,0
4,40000,0
4,20000,0
3,3000,0
4,0,0
4,40000,0
4,0,30000
4,10000,0
4,0,0
4,0,40000
3,1000,0
3,0,0
3,0,0
3,5000,0
5,1e+05,0
4,0,0
4,0,0
4,0,0
3,0,0
4,5000,0
3,20000,0
2,25000,0
4,10000,0
3,0,0
4,30000,0
4,50000,0
4,40000,0
4,10000,0
2,15000,0
3,25000,0
3,0,0
5,25000,0
3,36000,0
4,0,40000
4,0,0
3,0,5000
4,20000,0
3,0,15000
4,50000,0
4,24000,0
3,0,0
5,5000,0
3,5000,0
2,0,0
3,0,0
3,0,5000
3,10000,0
3,0,0
3,0,0
4,0,150000
4,10000,0
3,8000,0
3,12000,0
4,0,40000
4,20000,0
4,0,0
4,30000,0
4,0,0
3,12000,0
4,10000,0
3,0,0
3,20000,0
3,3000,2000
4,4800,0
3,0,0
4,0,0
4,50000,0
4,45000,0
3,0,0
3,0,0
4,0,0
2,5000,0
2,0,0
4,0,9000
5,0,0
4,20000,0
2,20000,0
3,0,0
3,20000,0
4,1800,0
3,0,5000
2,5000,20000
3,0,0
1,0,0
3,0,0
3,3000,0
4,5000,0
3,2500,0
4,50000,0
3,0,0
4,17000,0
3,0,0
4,15000,0
4,50000,0
3,20000,0
4,30000,0
4,20000,0
4,10000,1000
4,0,0
4,2000,0
3,3000,18000
2,2000,0
3,0,6000
2,16000,0
4,15000,0
4,5000,0
2,0,20000
3,0,38000
3,0,20000
4,5000,25000
4,0,0
2,5000,0
3,47000,0
3,2000,0
3,30000,0
2,2000,0
3,6000,0
3,10000,0
4,0,0
3,6000,0
2,0,0
4,20000,0
4,1000,0
3,10000,0
4,0,20000
3,32000,0
3,8000,0
3,0,3600
4,20000,38000
3,0,0
5,20000,0
3,5000,0
2,0,0
3,7000,0
5,150000,0
5,25000,0
1,0,0
3,0,0
3,16000,0
2,0,5000
2,0,200
3,0,0
4,0,0
3,15000,0
1,8000,0
5,20000,0
4,10000,0
5,30000,0
3,0,35000
3,0,40000
4,20000,0
4,10000,0
2,2000,0
4,0,50000
3,0,5000
4,0,0
3,10000,0
4,10000,0
3,3000,0
3,20000,0
4,15000,0
4,7000,0
4,30000,0
4,0,0
4,4500,3000
4,1000,0
5,15000,0
4,5000,0
3,0,0
2,10000,3000
4,4000,0
1,0,11000
4,20000,0
3,15000,0
4,20000,0
3,10000,0
4,7000,0
2,0,6000
4,30000,4e+06
3,30000,0
4,10000,0
3,50000,0
4,15000,0
3,0,60000
4,20000,0
5,0,0
4,50000,0
4,40000,0
3,20000,0
3,20000,0
3,0,0
3,15000,0
5,20000,0
4,0,0
3,0,0
4,20000,0
3,0,0
3,10000,0
3,0,0
1,0,0
1,70000,0
4,0,4700
3,30000,0
3,50000,0
3,12000,18000
4,20000,0
3,5000,0
2,17000,0
4,70000,0
4,25000,0
1,5000,0
3,20000,0
1,11000,0
4,40000,46000
2,28000,0
3,20000,0
4,30000,0
4,40000,0
4,20000,14000
4,60000,0
4,160000,0
2,20000,0
4,15000,0
4,7000,0
3,0,0
3,10000,0
4,16000,0
3,10000,0
4,30000,0
4,1e+05,0
3,50000,0
4,10000,0
4,0,0
4,30000,0
3,15000,0
3,15000,0
4,20000,0
4,20000,0
3,20000,0
4,10000,0
3,25000,0
4,75000,0
3,15000,0
3,20000,0
3,10000,0
4,60000,0
4,50000,0
4,0,0
4,35000,0
3,3000,0
2,5000,0
4,15000,0
4,18000,0
3,0,0
3,5000,0
3,40000,0
4,5000,0
2,50000,0
4,40000,0
2,0,0
3,0,0
2,20000,0
4,6000,0
4,10000,0
3,7000,0
3,0,35000
3,8000,0
4,0,20000
3,51600,0
3,30000,0
4,50000,0
4,0,0
3,0,0
2,3000,0
4,20000,6000
4,0,8000
3,7000,0
4,24000,0
3,15000,0
1,0,0
4,40000,0
3,0,1000
4,40000,0
4,0,12000
4,13000,0
2,25000,0
4,20000,0
3,6000,0
3,0,0
5,10000,0
3,20000,0
4,80000,0
5,12000,0
3,0,0
1,50000,0
3,10000,0
1,0,0
3,32000,0
3,10000,0
3,2e+05,0
4,50000,1810
4,3000,0
4,0,0
3,0,0
2,600,0
1,0,0
4,0,0
5,10000,0
3,5000,0
3,0,0
4,5000,0
4,0,0
5,0,0
3,0,0
4,20000,0
4,0,0
4,0,0
4,50000,0
3,2000,0
3,5000,0
3,25000,20000
5,10000,0
4,15000,0
4,0,13000
2,20000,0
3,3000,0
3,40000,0
5,8000,0
3,12000,0
4,1000,0
3,20000,0
4,15000,0
4,20000,0
4,20000,0
3,0,10000
4,40000,0
3,0,0
3,2000,0
4,40000,0
3,0,0
4,25000,0
3,15000,0
4,0,0
3,10000,0
3,0,0
3,5000,0
4,10000,0
4,5000,0
3,7000,0
4,10000,0
4,3000,0
3,0,163600
4,5000,20000
3,0,0
4,5000,0
2,0,11000
3,3000,0
2,5000,0
5,0,0
4,0,0
1,2000,0
4,0,0
4,20000,0
1,80000,8500
2,0,0
5,0,0
2,0,0
2,0,0
4,30000,0
3,0,0
5,0,10000
4,0,0
5,20000,0
4,0,0
3,0,0
3,0,0
4,5000,0
3,10000,0
4,0,0
4,10000,0
1,5000,0
3,10000,0
3,10000,0
4,0,0
4,3000,30000
3,0,0
3,19000,0
4,48000,0
3,0,0
3,0,0
3,12000,0
1,0,0
4,0,0
3,0,20000
3,0,0
3,30000,0
4,30000,0
3,15000,0
3,30000,0
2,0,0
3,0,0
3,5000,0
3,0,0
4,80000,0
2,10000,0
1,20000,5000
3,0,0
3,0,0
3,50000,0
3,0,0
3,15000,0
4,20000,0
3,0,0
3,20000,20000
4,0,0
2,600,0
3,5000,40000
3,20000,0
3,20000,0
3,0,0
4,0,0
3,0,0
3,10000,0
3,0,0
4,12000,0
4,50000,0
3,0,0
3,10000,0
3,18000,0
3,10000,0
4,0,0
4,0,5000
3,0,0
3,0,0
1,47229,0
2,0,0
3,0,0
4,25000,0
3,0,0
5,10000,0
2,70000,0
3,0,0
3,10000,0
3,2000,0
3,8000,0
3,20000,0
3,0,120000
4,0,0
4,5000,0
3,5000,0
3,0,38000
4,21200,0
5,35000,0
3,0,0
4,3400,0
3,0,0
4,0,0
3,0,0
3,0,12000
4,20000,0
4,0,0
2,20000,0
5,0,0
3,0,0
4,15000,0
4,20000,0
4,0,0
5,106000,0
4,20000,0
4,1e+05,0
5,30000,0
5,20000,0
3,0,0
5,0,23000
4,7000,0
3,30000,0
4,10000,0
4,0,0
3,0,0
3,0,0
3,0,3000
5,0,0
3,0,20000
3,50000,0
4,0,0
3,0,0
3,0,5000
3,0,0
3,0,0
3,0,0
3,0,0
3,10000,0
4,0,0
4,0,0
4,0,0
2,0,0
3,2000,0
4,0,0
3,0,0
4,0,0
4,0,0
3,0,3000
3,0,1e+05
3,5000,210000
2,0,0
3,20000,0
3,30000,0
4,0,80000
3,0,7000
4,20000,0
3,10000,0
3,0,25000
2,6000,200
3,0,0
3,0,0
3,0,0
2,0,0
1,0,0
1,0,0
3,10000,0
4,0,0
4,0,18000
3,0,0
3,0,0
4,0,0
4,10000,0
3,4800,1000
3,5000,0
4,0,0
3,0,30000
3,0,0
4,18000,0
2,8000,0
3,0,0
3,0,20000
4,0,3200
3,0,0
3,20000,0
4,0,0
3,0,0
3,10000,0
3,3300,0
3,0,12000
3,0,0
4,0,0
4,15600,0
4,20000,0
3,15000,425000
3,0,0
4,0,20000
5,4000,70000
5,10000,0
3,10000,0
2,25000,0
3,0,0
4,4000,0
3,0,0
4,9000,0
4,10000,0
3,20000,0
3,0,0
3,20000,0
3,0,0
4,80000,0
3,0,0
5,0,0
4,10000,0
3,0,0
3,6000,0
4,20000,0
4,0,0
3,0,0
3,30000,0
4,15000,0
3,27700,0
4,20000,0
3,12000,2e+05
3,2000,0
4,0,28000
4,0,0
3,0,80000
4,0,0
3,0,0
3,0,12000
3,3000,0
2,0,0
3,10000,0
3,30000,0
3,10000,0
3,15000,0
4,20000,0
3,0,65000
4,60000,0
3,0,0
4,2000,0
3,0,4000
5,50000,0
3,10000,0
3,1e+05,0
4,0,0
3,0,90000
3,20000,0
1,16292,0
3,0,0
3,0,0
3,0,0
3,0,40000
3,30000,0
2,10000,0
3,1e+05,0
4,2000,0
4,0,0
4,10000,0
3,0,0
2,0,20000
1,15000,0
4,0,0
2,0,20000
3,0,1e+05
4,130000,0
4,0,0
3,10000,0
3,31000,0
5,1000,0
3,5000,0
4,0,0
3,0,20000
4,16000,0
4,5000,0
3,40000,0
4,8000,0
5,0,40000
3,0,0
4,14000,0
4,0,0
3,5000,50000
3,0,0
3,5000,0
3,0,0
5,0,10000
4,15000,0
2,0,70000
4,13000,0
3,0,10000
3,40000,0
3,90000,0
3,0,0
1,0,0
2,22000,0
3,20000,0
3,0,0
3,12000,0
3,10000,2000
3,0,10000
2,0,3500
3,1000,3000
3,0,13000
2,0,0
4,12000,0
4,0,0
3,0,0
3,15000,0
4,10000,0
2,0,2500
3,3000,0
4,30000,0
3,0,0
3,0,0
2,0,25000
1,0,0
1,0,0
3,0,0
1,2500,0
2,2000,3000
3,0,0
3,10000,0
3,0,0
2,2500,0
4,25000,0
3,10000,0
3,12000,0
3,3000,10000
4,50000,0
3,3000,10000
3,10000,0
1,0,5000
1,8344,0
3,0,0
4,0,0
2,0,0
2,0,0
2,0,2000
3,0,0
3,6000,0
3,0,0
4,0,0
4,35000,0
4,2400,0
3,10000,0
4,40000,0
2,0,10000
3,2000,0
3,3000,2900
3,15000,0
2,0,10000
1,7000,0
4,7600,0
2,0,500
3,7000,0
3,80000,0
3,0,10000
4,60000,0
4,0,0
3,5000,0
3,20000,0
1,0,0
4,40000,0
4,8500,0
3,20000,0
3,10000,0
2,0,30000
2,8000,0
4,15000,0
2,0,600
4,21000,0
1,0,0
2,0,14000
3,3500,0
3,20000,6300
3,0,310000
4,40000,0
3,5000,0
3,15000,0
4,7000,0
2,0,0
4,0,0
3,10000,0
3,0,0
4,4500,0
3,0,40000
3,0,10000
4,0,0
4,10000,0
4,0,0
4,0,0
3,0,1e+05
4,0,0
3,0,10000
3,0,0
4,0,0
3,0,0
3,15000,0
2,10000,0
3,0,0
4,0,0
3,5000,0
3,3000,0
3,12600,0
1,0,0
4,0,20000
4,5000,0
4,20000,0
2,15000,0
4,0,19000
4,4000,7000
4,0,20000
4,10000,5000
4,0,0
4,0,0
3,20000,0
4,7000,0
3,20000,0
3,0,0
5,0,0
3,0,0
4,8000,0
4,0,20000
1,20000,0
3,0,40000
4,4000,0
3,0,0
4,0,150000
4,0,60000
3,0,0
4,0,0
5,40000,0
4,30000,0
1,0,80000
4,10000,0
5,10000,0
4,50000,20000
4,50000,0
3,0,1000
4,0,0
4,1e+05,0
4,40000,0
4,0,0
4,5000,0
3,3000,0
3,0,40000
4,0,0
3,5000,0
4,2000,0
4,0,240000
4,40000,0
4,50000,0
3,22000,0
3,0,0
3,0,30000
3,28000,0
2,50000,0
3,10000,0
3,10000,0
4,0,50000
4,0,0
4,40000,0
4,30000,0
3,0,20000
4,0,0
3,20000,0
4,0,20000
3,0,0
5,0,0
3,0,0
3,0,0
4,0,0
4,0,25000
4,5000,0
4,0,3500
4,5000,0
3,30000,0
3,0,36000
5,30000,0
4,30000,30000
4,20000,0
4,0,20000
3,0,0
3,20000,0
5,20000,0
4,0,0
4,10000,10000
4,0,0
4,80000,0
4,0,0
4,8000,0
4,0,0
5,10000,0
3,0,0
4,10000,0
4,30000,0
4,20000,0
4,50000,0
4,60000,0
4,0,0
4,10000,150000
3,0,0
5,0,0
3,30000,0
4,40000,0
4,0,14250
4,20000,0
3,10000,0
4,10000,0
2,0,0
2,7000,0
2,1000,0
4,1000,0
4,5000,0
4,2000,0
5,10000,0
4,10000,0
4,10000,0
5,5000,0
4,0,0
2,40000,0
5,5000,0
3,0,0
3,0,25000
5,10000,12500
4,0,60000
4,3000,0
4,0,0
4,10000,0
5,20000,0
5,25000,0
3,5000,0
3,0,0
3,0,0
5,6000,0
4,30000,0
4,30000,0
5,15000,0
1,0,17000
3,20000,20000
4,20000,0
3,50000,50000
4,20000,40000
4,1000,0
4,6000,0
3,0,0
5,5000,0
4,5000,0
5,60000,0
3,1000,0
3,0,80000
4,6000,0
5,8000,9000
4,1800,40000
4,0,0
5,1e+05,0
5,0,120000
4,10000,0
3,30000,0
2,40000,0
4,25000,0
3,10000,0
4,20000,0
2,10000,0
4,0,0
3,0,10000
4,30000,0
4,10000,0
4,20000,15000
3,1000,0
3,10000,0
4,0,0
4,30000,0
4,0,0
5,1000,0
4,10000,0
4,7000,3000
4,20000,0
4,15000,0
2,10000,0
4,5000,0
4,14000,0
5,10000,0
5,20000,0
2,20000,0
4,20000,0
3,10000,0
4,0,0
2,0,40000
3,10000,0
4,30000,0
1,15000,12000
2,40000,0
4,8000,0
1,20000,0
4,50000,0
4,50000,4000
3,50000,0
3,500,0
3,10000,0
3,20000,0
3,30000,0
2,3000,0
4,15000,0
4,50000,0
4,50000,0
4,50000,0
2,20000,0
4,30000,0
4,20000,0
2,20000,0
3,30000,0
2,40000,0
4,30000,0
4,50000,0
4,20000,0
1,9000,0
4,40000,0
4,50000,0
4,20000,0
1,10000,0
4,2e+05,0
4,20000,0
3,8000,0
3,30000,0
4,20000,0
4,10000,0
3,15000,0
3,0,20000
3,0,0
3,1000,50000
3,0,0
3,10000,0
3,30000,0
3,0,0
3,8000,0
4,1000,0
3,20000,0
4,0,0
4,0,0
4,5000,0
5,3000,0
4,20000,142000
4,0,0
4,30000,0
3,0,10000
4,0,15000
4,1e+05,0
4,0,16000
4,15000,0
3,0,0
3,0,0
3,2000,0
4,6500,0
4,70000,0
3,0,0
4,6000,0
3,0,0
4,12000,0
4,0,0
2,0,0
3,9500,0
4,0,0
4,1000,0
3,2000,1e+05
2,0,0
3,0,0
3,2300,0
4,0,0
4,5000,0
2,2000,25000
3,0,1000
5,0,0
3,0,20000
3,9300,0
4,2000,0
2,1212,0
3,0,0
4,1300,0
5,0,0
5,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
4,0,0
2,0,0
4,0,0
4,0,0
4,0,0
4,0,0
3,4300,0
4,0,0
5,0,110000
4,3000,0
5,20000,0
4,30000,0
4,30000,0
4,10000,0
2,20000,0
3,20000,0
4,20000,0
4,30000,0
4,30000,0
4,30000,0
4,20000,0
3,10000,0
4,0,0
3,40000,0
4,20000,0
4,10000,0
4,12000,0
5,3500,0
1,0,0
4,20000,0
3,0,0
4,0,0
4,0,0
4,1000,0
2,4000,0
4,30000,0
4,0,0
3,0,0
2,20000,0
4,0,0
4,10000,0
4,0,0
3,50000,0
4,30000,0
5,0,0
3,5000,0
3,0,0
3,0,0
4,0,800
4,20000,7000
3,10000,0
3,0,10000
3,2000,0
4,5000,0
3,3000,0
3,0,0
3,3000,0
3,0,0
3,0,0
3,0,0
4,1000,0
3,0,0
4,0,0
4,20000,0
4,2000,0
4,40000,0
4,0,0
5,2000,10000
4,5000,0
4,5000,0
3,10000,10000
4,5000,0
3,6000,5000
4,20000,0
4,10000,0
3,10000,0
4,10000,0
3,0,0
4,5000,0
3,5000,1700
4,10000,0
3,0,0
3,12000,0
4,15000,0
3,8000,0
3,2000,0
1,1000,10000
4,3000,0
2,5000,0
4,0,12000
4,4000,0
5,5000,0
5,8000,18000
3,5000,0
4,0,36000
3,0,6000
2,4000,0
2,5000,1000
2,3000,0
4,6000,0
1,3000,0
3,7000,0
3,20000,10000
2,1500,800
3,12000,0
3,0,0
3,0,1000
3,0,10000
4,0,0
3,0,10000
4,2000,0
3,0,0
4,0,0
3,0,0
3,0,5000
4,0,3000
4,0,10000
1,0,0
4,10000,0
3,0,0
4,10000,0
4,0,0
4,20000,0
2,5000,0
1,2000,0
3,20000,0
3,16000,0
3,0,0
2,4000,0
4,5000,0
3,10000,0
4,10000,12000
2,2000,0
3,2000,0
1,0,6000
5,3000,0
4,5000,0
5,10000,0
4,5000,0
4,8000,0
3,5000,0
4,3000,0
5,8000,0
4,20000,0
4,18000,0
4,500,0
4,0,0
3,0,5000
2,0,0
5,15000,0
2,3000,0
4,4000,0
4,20000,0
3,0,30000
3,2000,0
4,20000,0
4,5000,40000
4,5000,0
3,2000,20000
4,17000,0
4,20000,10000
3,20000,0
3,5000,0
3,4000,0
3,10000,0
4,0,0
4,8600,0
3,0,0
2,3000,2000
5,0,0
4,0,30000
3,20000,0
3,0,2000
1,0,19000
4,0,0
4,0,0
4,0,12000
4,5000,0
3,0,5000
4,34000,0
4,3000,0
3,0,0
3,0,0
3,1000,0
1,5000,0
4,0,30000
2,5000,0
3,0,40000
3,80000,0
3,0,0
3,0,0
1,10000,50000
3,10000,0
1,0,0
3,3000,0
1,10000,0
4,0,11000
2,0,1000
2,4000,0
2,3000,2000
1,0,56000
3,500,1200
3,7000,0
3,1200,0
3,200,0
4,3000,0
4,0,100
2,0,14000
4,26000,0
4,10000,0
4,20000,13000
1,10000,0
4,8600,15000
4,20000,0
3,0,20000
3,0,0
4,0,0
1,0,0
3,0,80000
4,0,20000
2,0,65000
4,0,10000
3,7000,0
3,0,28000
4,0,5000
3,20000,0
4,0,18000
3,18000,0
3,5000,0
3,5000,0
3,0,0
4,0,15000
4,10000,0
3,0,45000
4,0,7000
3,0,0
3,20000,0
4,13000,0
3,0,13500
3,2040,16900
4,10000,0
3,0,2500
4,0,50000
3,0,14000
4,18000,0
4,0,15000
4,0,3000
4,20000,0
5,25000,0
3,0,7000
4,3000,0
3,0,0
3,0,23000
2,0,27000
4,0,0
3,0,0
4,12000,0
3,6000,3000
5,20000,0
